imdb_id,script_id,title,year,gross (inflation-adjusted),link
tt0105435,9135,Sneakers,1992,107,http://indiegroundfilms.files.wordpress.com/2014/01/sneakers.pdf
tt0105585,1409,Thunderheart,1992,47,film_20100519/all_imsdb_05_19_10/Thunderheart.html
tt0105665,5166,Twin Peaks: Fire Walk with Me,1992,8,http://www.dailyscript.com/scripts/Twin+Peaks+-+Fire+Walk+With+Me.txt
tt0105695,1442,Unforgiven,1992,211,film_20100519/all_imsdb_05_19_10/Unforgiven.html
tt0105699,8484,Unlawful Entry,1992,119,Unlawful Entry (1992) [1991-5-28] [Rev. 1st] [Scan].pdf
tt0106303,1689,Arctic Blue,1993,,http://www.awesomefilm.com/script/arcticblue.txt
tt0106308,1696,Army of Darkness,1992,24,http://www.imsdb.com/Movie Scripts/Army of Darkness Script.html
tt0106379,734,Being Human,1994,3,film_20100519/all_imsdb_05_19_10/Being-Human.html
tt0106387,1809,Benny & Joon,1993,48,http://www.imsdb.com/Movie Scripts/Benny & Joon Script.html
tt0106447,1870,"Bodies, Rest & Motion",1993,1,"http://www.imsdb.com/Movie Scripts/Bodies, Rest & Motion Script.html"
tt0106453,757,Body of Evidence,1993,27,film_20100519/all_imsdb_05_19_10/Body-of-Evidence.html
tt0106471,8628,Boxing Helena,1993,3,Boxing Helena (2nd Revised Draft).pdf
tt0106519,7328,Carlito's Way,1993,77,CARLITO'S WAY (1993) by David Koepp [1992.10.05] [Scan].pdf
tt0106582,2027,Cliffhanger,1993,176,http://www.dailyscript.com/scripts/cliffhanger_stallone.html
tt0106664,6535,The Dark Half,1993,20,"Dark Half, The (1990.08).pdf"
tt0106673,4078,Dave,1993,133,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Dave.htm
tt0106677,8809,Dazed and Confused,1993,16,http://indiegroundfilms.files.wordpress.com/2014/01/dazed-confused-feb20-92-numbered.pdf
tt0106697,7880,Demolition Man,1993,122,Demolition Man (1992.11.19).pdf
tt0106834,2243,Even Cowgirls Get the Blues,1993,3,http://www.imsdb.com/Movie Scripts/Even Cowgirls Get the Blues Script.html
tt0106873,2273,Fatal Instinct,1993,16,http://www.imsdb.com/Movie Scripts/Fatal Instinct Script.html
tt0106977,2347,The Fugitive,1993,386,"http://www.imsdb.com/Movie Scripts/Fugitive, The Script.html"
tt0107048,975,Groundhog Day,1993,148,film_20100519/all_imsdb_05_19_10/Groundhog-Day.html
tt0107206,8488,In the Line of Fire,1993,214,In the Line of Fire - 1992-04 - Draft.pdf
tt0107254,4238,Jason Goes to Hell: The Final Friday,1993,33,http://www.horrorlair.com/scripts/friday13thjasongoestohell.txt
tt0107290,2690,Jurassic Park,1993,844,http://web.archive.org/web/20030424093216/http://www.jpdatabase.net/jurassic/downloadable/jurassicpark_script_final.txt
tt0107302,2697,Kalifornia,1993,5,http://www.dailyscript.com/scripts/Kalifornia.txt
tt0107362,8958,Last Action Hero,1993,105,http://indiegroundfilms.files.wordpress.com/2014/01/last-action-hero-oct-10-92-composite.pdf
tt0107497,7548,Malice,1993,96,MALICE (1993) by Scott Frank (aka Damages) [1992-2-4] [Rev.] [Scan].pdf
tt0107507,2846,Manhattan Murder Mystery,1993,23,http://www.imsdb.com/Movie Scripts/Manhattan Murder Mystery Script.html
tt0107665,6554,Needful Things,1993,31,Needful Things.pdf
tt0107688,3006,The Nightmare Before Christmas,1993,157,http://www.dailyscript.com/scripts/nightmare-b4-xmas_early.html
tt0107711,7034,Nowhere to Run,1993,46,Nowhere to Run (AKA Pals) - Joe Eszterhas.pdf
tt0107798,4778,The Pelican Brief,1993,212,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Pelican_Brief.pdf
tt0107808,1222,A Perfect World,1993,65,"film_20100519/all_imsdb_05_19_10/Perfect-World,-A.html"
tt0107818,3087,Philadelphia,1993,162,http://www.imsdb.com/Movie Scripts/Philadelphia Script.html
tt0107822,3095,The Piano,1993,84,"http://www.imsdb.com/Movie Scripts/Piano, The Script.html"
tt0107843,8058,Point of No Return,1993,63,Point of No Return (1992.02.18).pdf
tt0107889,3142,The Program,1993,48,"http://www.imsdb.com/Movie Scripts/Program, The Script.html"
tt0108037,3262,The Sandlot,1993,68,"http://www.imsdb.com/Movie Scripts/Sandlot Kids, The Script.html"
tt0108052,9116,Schindler's List,1993,201,http://indiegroundfilms.files.wordpress.com/2014/01/schindlers-list-numbered.pdf
tt0108065,6576,Searching for Bobby Fischer,1993,15,Searching for Bobby Fischer.pdf
tt0108149,3350,Six Degrees of Separation,1993,13,http://www.imsdb.com/Movie Scripts/Six Degrees of Separation Script.html
tt0108160,3357,Sleepless in Seattle,1993,266,http://www.awesomefilm.comscript/s_seatl.html
tt0108174,1342,So I Married an Axe Murderer,1993,24,film_20100519/all_imsdb_05_19_10/So-I-Married-an-Axe-Murderer.html
tt0108200,1347,Spare Me,1993,,film_20100519/all_imsdb_05_19_10/Spare-Me.html
tt0108330,1406,This Boy's Life,1993,8,film_20100519/all_imsdb_05_19_10/This-Boy's-Life.html
tt0108333,3546,The Three Musketeers,1993,113,"http://www.imsdb.com/Movie Scripts/Three Musketeers, The Script.html"
tt0108358,3572,Tombstone,1993,118,http://www.dailyscript.com/scripts/tombstone.pdf
tt0108399,3612,True Romance,1993,25,http://www.imsdb.com/Movie Scripts/True Romance Script.html
tt0108558,5223,White Angel,1994,,http://www.horrorlair.com/scripts/whiteang.txt
tt0109040,1550,Ace Ventura: Pet Detective,1994,150,http://www.dailyscript.com/scripts/ace_ventura_shoot.html
tt0109045,5343,"The Adventures of Priscilla, Queen of the Desert",1994,23,http://www.awesomefilm.comscript/priscilla.txt
tt0109348,6707,Bullets Over Broadway,1994,27,bullets over broadway.pdf
tt0109444,7983,Clear and Present Danger,1994,253,Clear and Present Danger by Donald Stewart Nov 10 1992.pdf
tt0109445,2020,Clerks,1994,6,http://www.imsdb.com/Movie Scripts/Clerks Script.html
tt0109446,4019,The Client,1994,191,"http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Client,_The.pdf"
tt0109450,813,Cobb,1994,2,film_20100519/all_imsdb_05_19_10/Cobb.html
tt0109456,2042,Color of Night,1994,41,http://www.imsdb.com/Movie Scripts/Color of Night Script.html
tt0109506,2087,The Crow,1994,105,"http://www.imsdb.com/Movie Scripts/Crow, The Script.html"
tt0109642,7050,Dolores Claiborne,1995,48,Dolores Claiborne by Tony Gilroy.pdf
tt0109686,2193,Dumb & Dumber,1994,264,http://www.imsdb.com/Movie Scripts/Dumb and Dumber Script.html
tt0109707,8831,Ed Wood,1994,12,http://indiegroundfilms.files.wordpress.com/2014/01/ed-wood-nov-20-92-1st.pdf
tt0109770,4193,The Fantastic Four,1994,,http://www.dailyscript.com/scripts/fantasticfour.htm
tt0109813,8297,The Flintstones,1994,272,The Flintstones (Steven E. De Souza) (Early Draft - September 1987).pdf
tt0109830,921,Forrest Gump,1994,686,film_20100519/all_imsdb_05_19_10/Forrest-Gump.html
tt0109836,4228,Mary Shelley's Frankenstein,1994,45,http://www.dailyscript.com/scripts/Frankenstein+(1994).txt
tt0110005,2505,Heavenly Creatures,1994,6,http://www.imsdb.com/Movie Scripts/Heavenly Creatures Script.html
tt0110074,1021,The Hudsucker Proxy,1994,5,"film_20100519/all_imsdb_05_19_10/Hudsucker-Proxy,-The.html"
tt0110097,2587,I'll Do Anything,1994,21,http://www.imsdb.com/Movie Scripts/I'll Do Anything Script.html
tt0110148,2622,Interview with the Vampire: The Vampire Chronicles,1994,218,http://www.imsdb.com/Movie Scripts/Interview with the Vampire Script.html
tt0110265,8508,Killing Zoe,1993,0,"Killing Zoe (Roger Avary, Undated, Unspecified Draft).pdf"
tt0110357,2782,The Lion King,1994,880,"http://imsdb.com/scripts/Lion-King,-The.pdf"
tt0110413,4519,Léon: The Professional,1994,67,http://www.scifiscripts.com/msol/LEON.txt
tt0110475,1140,The Mask,1994,249,"film_20100519/all_imsdb_05_19_10/Mask,-The.html"
tt0110478,4601,Maverick,1994,212,http://www.dailyscript.com/scripts/Maverick.PDF
tt0110604,2969,Mute Witness,1995,2,http://www.imsdb.com/Movie Scripts/Mute Witness Script.html
tt0110613,4670,My Girl 2,1994,34,http://www.scifiscripts.com/msol/my_girl_2.html
tt0110632,1185,Natural Born Killers,1994,104,film_20100519/all_imsdb_05_19_10/Natural-Born-Killers.html
tt0110737,4758,Only You,1994,41,http://www.awesomefilm.com/script/onlyyou.html
tt0110912,1257,Pulp Fiction,1994,224,film_20100519/all_imsdb_05_19_10/Pulp-Fiction.html
tt0110932,4840,Quiz Show,1994,51,http://www.awesomefilm.com/script/quizshow.pdf
tt0110955,8000,The Ref,1994,23,"Ref, The (1993.02.04).pdf"
tt0111127,1310,Serial Mom,1994,16,film_20100519/all_imsdb_05_19_10/Serial-Mom.html
tt0111149,3310,Shallow Grave,1994,5,http://www.imsdb.com/Movie Scripts/Shallow Grave Script.html
tt0111161,3317,The Shawshank Redemption,1994,58,http://www.dailyscript.com/scripts/shawshank.html
tt0111280,5035,Star Trek: Generations,1994,157,http://www.scifiscripts.com/scripts/Trek/Star_Trek_VII.htm
tt0111300,5063,Stranglehold,1994,,http://www.horrorlair.com/scripts/strangehold.txt
tt0111503,3609,True Lies,1994,303,http://www.imsdb.com/Movie Scripts/True Lies Script.html
tt0111686,4691,New Nightmare,1994,37,http://www.dailyscript.com/scripts/WesCravensNewNightmare.txt
tt0112346,1637,The American President,1995,130,"http://www.imsdb.com/Movie Scripts/American President, The Script.html"
tt0112401,1705,Assassins,1995,60,http://www.imsdb.com/Movie Scripts/Assassins Script.html
tt0112442,708,Bad Boys,1995,131,film_20100519/all_imsdb_05_19_10/Bad-Boys.html
tt0112462,1775,Batman Forever,1995,368,http://www.imsdb.com/Movie Scripts/Batman Forever Script.html
tt0112471,8727,Before Sunrise,1995,10,http://indiegroundfilms.files.wordpress.com/2014/01/before-sunrise-numbered.pdf
tt0112533,4589,Bloodfist VII: Manhunt,1995,,http://www.awesomefilm.com/script/manhunt.html
tt0112571,5287,Boys on the Side,1995,46,http://www.awesomefilm.comscript/boysontheside.txt
tt0112573,771,Braveheart,1995,151,film_20100519/all_imsdb_05_19_10/Braveheart.html
tt0112579,280,The Bridges of Madison County,1995,142,http://www.awesomefilm.com/script/bomc.txt
tt0112641,1963,Casino,1995,84,http://www.imsdb.com/Movie Scripts/Casino Script.html
tt0112697,2029,Clueless,1995,113,http://www.imsdb.com/Movie Scripts/Clueless Script.html
tt0112722,2056,Copycat,1995,64,http://www.imsdb.com/Movie Scripts/Copycat Script.html
tt0112740,7440,Crimson Tide,1995,182,Crimson Tide.pdf
tt0112857,2152,Devil in a Blue Dress,1995,32,http://www.imsdb.com/Movie Scripts/Devil in a Blue Dress Script.html
tt0112864,7818,Die Hard: With a Vengeance,1995,200,3. Die Hard  - With a Vengeance.pdf
tt0112887,4125,The Doom Generation,1995,,http://www.awesomefilm.com/script/thedoomgeneration.html
tt0113101,2311,Four Rooms,1995,8,http://www.imsdb.com/Movie Scripts/Four Rooms Script.html
tt0113161,2384,Get Shorty,1995,144,http://www.imsdb.com/Movie Scripts/Get Shorty Script.html
tt0113189,6099,GoldenEye,1995,214,GoldenEye_Reduced.pdf
tt0113243,2462,Hackers,1995,15,http://www.imsdb.com/Movie Scripts/Hackers Script.html
tt0113253,978,Halloween: The Curse of Michael Myers,1995,30,film_20100519/all_imsdb_05_19_10/Halloween-The-Curse-of-Michael-Myers.html
tt0113277,996,Heat,1995,134,film_20100519/all_imsdb_05_19_10/Heat.html
tt0113409,7102,In the Mouth of Madness,1994,18,In the Mouth of Madness (Michael De Luca).pdf
tt0113492,2687,Judge Dredd,1995,69,http://www.imsdb.com/Movie Scripts/Judge Dredd Script.html
tt0113537,7180,Kicking and Screaming,1995,1,Kicking and Screaming.pdf
tt0113540,2699,Kids,1995,14,http://www.imsdb.com/Movie Scripts/Kids Script.html
tt0113552,8510,Kiss of Death,1995,29,kiss of Death.pdf
tt0113627,2745,Leaving Las Vegas,1995,64,http://www.imsdb.com/Movie Scripts/Leaving Las Vegas Script.html
tt0113677,2787,Living in Oblivion,1995,2,http://www.imsdb.com/Movie Scripts/Living in Oblivion Script.html
tt0113690,2799,Lord of Illusions,1995,26,http://www.imsdb.com/Movie Scripts/Lord of Illusions Script.html
tt0113749,6388,Mallrats,1995,4,Mallrats (1995.11.29).pdf
tt0113820,4626,Mighty Morphin Power Rangers: The Movie,1995,75,http://www.dailyscript.com/scripts/MightyMorphinPowerRangers.txt
tt0113972,2998,Nick of Time,1995,16,http://www.imsdb.com/Movie Scripts/Nick of Time Script.html
tt0113987,4711,Nixon,1995,27,http://www.dailyscript.com/scripts/Nixon.txt
tt0114011,4723,Now and Then,1995,54,http://www.frontiernet.net/~rcowart/nowthen_script.html
tt0114069,9057,Outbreak,1995,135,http://indiegroundfilms.files.wordpress.com/2014/01/outbreak-dec-1993.pdf
tt0114084,4765,Panther,1995,13,http://www.dailyscript.com/scripts/Panther.txt
tt0114148,8652,Pocahontas,1995,284,http://cbl.orcein.net/pocahontas/misc/script.htm
tt0114194,1252,The Prophecy,1995,32,"film_20100519/all_imsdb_05_19_10/Prophecy,-The.html"
tt0114369,3288,Se7en,1995,200,http://www.imsdb.com/Movie Scripts/Se7en Script.html
tt0114388,3293,Sense and Sensibility,1995,85,http://www.imsdb.com/Movie Scripts/Sense and Sensibility Script.html
tt0114436,7014,Showgirls,1995,40,SHOWGIRLS (1995) by Joe Eszterhas [1994.09.30] [Scan] Kopie.pdf
tt0114478,4976,Smoke,1995,16,http://www.awesomefilm.com/script/smoke.txt
tt0114558,3457,Strange Days,1995,15,http://www.imsdb.com/Movie Scripts/Strange Days Script.html
tt0114709,1421,Toy Story,1995,61,film_20100519/all_imsdb_05_19_10/Toy-Story.html
tt0114746,5160,Twelve Monkeys,1995,113,http://www.dailyscript.com/scripts/twelve_monkeys.html
tt0114814,5179,The Usual Suspects,1995,46,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Usual_Suspects.HTM
tt0114852,6858,Village of the Damned,1995,18,Village of the Damned (1993.06.25).pdf
tt0114857,9216,Virtuosity,1995,48,http://indiegroundfilms.files.wordpress.com/2014/01/virtuosity-aug24-94-numbered-4th-revised.pdf
tt0114898,7602,Waterworld,1995,176,Waterworld (Second Revised Draft).pdf
tt0114938,8506,Wild Bill,1995,4,Wild Bill (3.29.94)[SCAN][REV][BLUE] 113pp.pdf
tt0115632,1762,Basquiat,1996,5,http://www.imsdb.com/Movie Scripts/Basquiat Script.html
tt0115641,729,Beavis and Butt-Head Do America,1996,124,film_20100519/all_imsdb_05_19_10/Beavis-and-Butt-head-Do-America.html
tt0115644,8031,Bed of Roses,1996,74,Bed of Roses (1996).pdf
tt0115710,1858,Blood and Wine,1996,2,http://www.imsdb.com/Movie Scripts/Blood and Wine Script.html
tt0115734,1893,Bottle Rocket,1996,2,http://www.imsdb.com/Movie Scripts/Bottle Rocket Script.html
tt0115736,1895,Bound,1996,7,http://www.imsdb.com/Movie Scripts/Bound Script.html
tt0115759,779,Broken Arrow,1996,138,film_20100519/all_imsdb_05_19_10/Broken-Arrow.html
tt0115798,6712,The Cable Guy,1996,118,Cable Guy.pdf
tt0115857,8505,Chain Reaction,1996,40,Chain Reaction-Dead Drop 1995.pdf
tt0115907,4015,City Hall,1996,39,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-City_Hall.pdf
tt0115956,2062,Courage Under Fire,1996,115,http://www.dailyscript.com/scripts/CourageUnderFire.pdf
tt0115963,7891,The Craft,1996,48,"Craft, The - Peter Filardi (revisions) Andrew Fleming [11.11.1994].pdf"
tt0115986,832,The Crow: City of Angels,1996,35,"film_20100519/all_imsdb_05_19_10/Crow-City-of-Angels,-The.html"
tt0116095,8513,Diabolique,1996,33,Diabolique.pdf
tt0116191,5306,Emma,1996,43,http://www.awesomefilm.comscript/emma.txt
tt0116209,2224,The English Patient,1996,154,"http://www.imsdb.com/Movie Scripts/English Patient, The Script.html"
tt0116225,892,Escape from L.A.,1996,49,film_20100519/all_imsdb_05_19_10/Escape-From-L.A..html
tt0116253,901,Executive Decision,1996,135,film_20100519/all_imsdb_05_19_10/Executive-Decision.html
tt0116282,2267,Fargo,1996,48,http://www.imsdb.com/Movie Scripts/Fargo Script.html
tt0116365,6107,The Frighteners,1996,32,"FRIGHTENERS, THE (1996) by Fran Walsh & Peter Jackson [1994.07.20] [3rd] [Scan].pdf"
tt0116367,2338,From Dusk Till Dawn,1996,20,http://www.imsdb.com/Movie Scripts/From Dusk Till Dawn Script.html
tt0116409,2391,The Ghost and the Darkness,1996,75,"http://www.imsdb.com/Movie Scripts/Ghost and the Darkness, The Script.html"
tt0116573,4377,House of the Damned,1996,,http://www.horrorlair.com/scripts/houseOfTheDamned.txt
tt0116583,5533,Hunchback of Notre Dame,1996,196,http://www.fpx.de/fp/Disney/Scripts/HunchbackOfNotreDame.txt
tt0116629,1030,Independence Day,1996,602,film_20100519/all_imsdb_05_19_10/Independence-Day.html
tt0116654,8935,The Island of Dr. Moreau,1996,54,http://indiegroundfilms.files.wordpress.com/2014/01/isle-of-dr-moreau-the-apr-26-94.pdf
tt0116695,2679,Jerry Maguire,1996,303,http://www.imsdb.com/Movie Scripts/Jerry Maguire Script.html
tt0116768,4473,Kids in the Hall: Brain Candy,1996,5,http://www.kithfan.org/work/transcripts/braincandy.pdf
tt0116830,8412,Last Man Standing,1996,35,LAST MAN STANDING (1996) 1995.08.28 draft by Walter Hill.pdf
tt0116905,2793,Lone Star,1996,26,http://www.imsdb.com/Movie Scripts/Lone Star Script.html
tt0116908,1111,The Long Kiss Goodnight,1996,65,"film_20100519/all_imsdb_05_19_10/Long-Kiss-Goodnight,-The.html"
tt0116922,4561,Lost Highway,1997,7,http://www.dailyscript.com/scripts/Lost+Highway.txt
tt0116996,4597,Mars Attacks!,1996,74,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Mars_Attacks.pdf
tt0117057,4630,The Mirror Has Two Faces,1996,81,http://www.dailyscript.com/scripts/mirrorhastwofaces.pdf
tt0117060,2933,Mission: Impossible,1996,356,http://www.imsdb.com/Movie Scripts/Mission Impossible Script.html
tt0117104,4660,Mrs. Winterbourne,1996,19,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Mrs._Winterbourne.pdf
tt0117381,8559,Primal Fear,1996,110,Primal Fear (1996) [1995-4-10] [Rev.] [Scan].pdf
tt0117438,8516,Ransom,1996,267,"Ransom (Richard Price, 11-3-95).pdf"
tt0117500,1282,The Rock,1996,263,"film_20100519/all_imsdb_05_19_10/Rock,-The.html"
tt0117509,4888,Romeo + Juliet,1996,91,http://www.awesomefilm.com/script/romeo+juliet.txt
tt0117571,4920,Scream,1996,202,http://www.dailyscript.com/scripts/Scream.txt
tt0117666,3361,Sling Blade,1996,48,http://www.imsdb.com/Movie Scripts/Sling Blade Script.html
tt0117705,8127,Space Jam,1996,177,Space Jam Script.pdf
tt0117731,5036,Star Trek: First Contact,1996,181,http://www.scifiscripts.com/scripts/Trek/Star_Trek_VIII.htm
tt0117802,3487,Swingers,1996,8,http://www.imsdb.com/Movie Scripts/Swingers Script.html
tt0117918,1412,Tin Cup,1996,106,film_20100519/all_imsdb_05_19_10/Tin-Cup.html
tt0117951,3591,Trainspotting,1996,32,http://www.imsdb.com/Movie Scripts/Trainspotting Script.html
tt0117998,8515,Twister,1996,476,"Twister (Crichton & Martin, undated, unspecified draft).pdf"
tt0118055,5173,Up Close & Personal,1996,100,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Up_Close_and_Personal.pdf
tt0118125,5205,The Watermelon Woman,1996,,"http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Watermelon_Woman,_The.pdf"
tt0118158,1470,White Squall,1996,20,film_20100519/all_imsdb_05_19_10/White-Squall.html
tt0118531,4748,One Eight Seven,1997,10,http://www.dailyscript.com/scripts/187.pdf
tt0118548,1545,Absolute Power,1997,94,http://www.imsdb.com/Movie Scripts/Absolute Power Script.html
tt0118564,1559,Affliction,1997,11,http://www.imsdb.com/Movie Scripts/Affliction Script.html
tt0118571,647,Air Force One,1997,327,film_20100519/all_imsdb_05_19_10/Air-Force-One.html
tt0118583,3818,Alien: Resurrection,1997,90,http://www.horrorlair.com/scripts/alienresurrection_early.html
tt0118604,3838,An American Werewolf in Paris,1997,50,"http://www.dailyscript.com/scripts/American+Werewolf+In+Paris,+An.txt"
tt0118617,676,Anastasia,1997,110,film_20100519/all_imsdb_05_19_10/Anastasia.html
tt0118636,1682,Apt Pupil,1998,16,http://www.imsdb.com/Movie Scripts/Apt Pupil Script.html
tt0118647,697,The Assignment,1997,1,"film_20100519/all_imsdb_05_19_10/Assignment,-The.html"
tt0118655,698,Austin Powers: International Man of Mystery,1997,102,film_20100519/all_imsdb_05_19_10/Austin-Powers---International-Man-of-Mystery.html
tt0118688,1771,Batman & Robin,1997,202,http://www.imsdb.com/Movie Scripts/Batman and Robin Script.html
tt0118689,1789,Bean,1997,85,http://www.imsdb.com/Movie Scripts/Bean Script.html
tt0118715,1823,The Big Lebowski,1998,32,https://web.archive.org/web/20131219023653/http://www.youknow-forkids.com/biglebowski.txt
tt0118749,1884,Boogie Nights,1997,50,http://www.imsdb.com/Movie Scripts/Boogie Nights Script.html
tt0118771,8760,Breakdown,1997,94,http://indiegroundfilms.files.wordpress.com/2013/08/breakdown-mar-96-revised-1st.pdf
tt0118799,5916,Life Is Beautiful,1997,109,https://www.dropbox.com/sh/jpxh25l44yke4np/AAB5ZDKF7Y-w24yB7gVKhWwha/LIFE%20IS%20BEAUTIFUL%20%281997%29%20%20AKA%20-%20LA%20VITA%20E%20BELLA%20%20Vincenzo%20Cerami%20%26%20Roberto%20Benigni.pdf?dl=0
tt0118842,1991,Chasing Amy,1997,22,http://www.imsdb.com/Movie Scripts/Chasing Amy Script.html
tt0118883,4039,Conspiracy Theory,1997,144,http://www.dailyscript.com/scripts/conspiracy-theory.html
tt0118884,821,Contact,1997,191,film_20100519/all_imsdb_05_19_10/Contact.html
tt0118900,2370,Gang Related,1997,10,http://www.imsdb.com/Movie Scripts/Gang Related Script.html
tt0118929,2101,Dark City,1998,26,http://www.imsdb.com/Movie Scripts/Dark City Script.html
tt0118954,6709,Deconstructing Harry,1997,20,deconstructing_harry.pdf
tt0118956,2139,Deep Rising,1998,20,http://www.horrorlair.com/scripts/deeprising.txt
tt0118971,2153,The Devil's Advocate,1997,115,http://www.imsdb.com/Movie Scripts/Devil's Advocate Script.html
tt0119008,866,Donnie Brasco,1997,79,film_20100519/all_imsdb_05_19_10/Donnie-Brasco.html
tt0119051,8514,The Edge,1997,52,The Edge (1997) (aka Bookworm) [1996-1] [Scan].pdf
tt0119081,2244,Event Horizon,1997,50,http://www.imsdb.com/Movie Scripts/Event Horizon Script.html
tt0119094,902,Face/Off,1997,212,film_20100519/all_imsdb_05_19_10/Face-Off.html
tt0119099,8845,Fallen,1998,46,http://indiegroundfilms.files.wordpress.com/2014/01/fallen-may-17-96-revised-4tg.pdf
tt0119116,911,The Fifth Element,1997,120,"film_20100519/all_imsdb_05_19_10/Fifth-Element,-The.html"
tt0119173,937,G.I. Jane,1997,91,film_20100519/all_imsdb_05_19_10/G.I.-Jane.html
tt0119174,4258,The Game,1997,91,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Game_The.HTM
tt0119177,941,Gattaca,1997,23,film_20100519/all_imsdb_05_19_10/Gattaca.html
tt0119217,2427,Good Will Hunting,1997,261,http://www.imsdb.com/Movie Scripts/Good Will Hunting Script.html
tt0119229,974,Grosse Pointe Blank,1997,53,film_20100519/all_imsdb_05_19_10/Grosse-Point-Blank.html
tt0119280,2957,Mrs Brown,1997,17,http://www.imsdb.com/Movie Scripts/Mrs. Brown Script.html
tt0119282,5521,Hercules,1997,187,http://www.cubbi.org/disney/scripts/hercules.txt
tt0119314,2552,The Horse Whisperer,1998,139,"http://www.imsdb.com/Movie Scripts/Horse Whisperer, The Script.html"
tt0119345,7148,I Know What You Did Last Summer,1997,136,I Know What You Did Last Summer.pdf
tt0119349,2591,The Ice Storm,1997,14,"http://www.imsdb.com/Movie Scripts/Ice Storm, The Script.html"
tt0119381,2629,Inventing the Abbotts,1997,11,http://www.imsdb.com/Movie Scripts/Inventing the Abbotts Script.html
tt0119396,2653,Jackie Brown,1997,75,http://www.imsdb.com/Movie Scripts/Jackie Brown Script.html
tt0119485,1077,Kundun,1997,10,film_20100519/all_imsdb_05_19_10/Kundun.html
tt0119488,1080,L.A. Confidential,1997,122,film_20100519/all_imsdb_05_19_10/L.A.-Confidential.html
tt0119528,8971,Liar Liar,1997,343,http://indiegroundfilms.files.wordpress.com/2014/01/liar-liar-apr-18-96-rough.pdf
tt0119567,4464,The Lost World: Jurassic Park,1997,434,http://www.scifiscripts.com/scripts/jurassic2_thw.txt
tt0119643,2881,Meet Joe Black,1998,82,http://www.imsdb.com/Movie Scripts/Meet Joe Black Script.html
tt0119654,1148,Men in Black,1997,473,film_20100519/all_imsdb_05_19_10/Men-in-Black.html
tt0119664,1152,Metro,1997,60,film_20100519/all_imsdb_05_19_10/Metro.html
tt0119675,2918,Mimic,1997,48,http://www.dailyscript.com/scripts/mimic_production.html
tt0119738,1179,My Best Friend's Wedding,1997,240,film_20100519/all_imsdb_05_19_10/My-Best-Friend's-Wedding.html
tt0119822,1702,As Good as It Gets,1997,280,http://www.imsdb.com/Movie Scripts/As Good As It Gets Script.html
tt0119925,3120,The Postman,1997,33,"http://www.imsdb.com/Movie Scripts/Postman, The Script.html"
tt0120004,3192,The Relic,1997,64,"http://www.imsdb.com/Movie Scripts/Relic, The Script.html"
tt0120053,1294,The Saint,1997,116,"film_20100519/all_imsdb_05_19_10/Saint,-The.html"
tt0120082,6992,Scream 2,1997,191,Scream 2.pdf
tt0120157,3387,Soldier,1998,27,http://www.imsdb.com/Movie Scripts/Soldier Script.html
tt0120174,5006,Spacejacked,1997,,http://www.scifiscripts.com/scripts/spaceJacked.txt
tt0120177,6726,Spawn,1997,104,Spawn (1996.05.14).pdf
tt0120184,3407,Sphere,1998,68,http://www.imsdb.com/Movie Scripts/Sphere Script.html
tt0120188,3541,Three Kings,1999,103,http://www.dailyscript.com/scripts/threekings_shootingdraft.pdf
tt0120201,1366,Starship Troopers,1997,103,film_20100519/all_imsdb_05_19_10/Starship-Troopers.html
tt0120202,1367,State and Main,2000,11,film_20100519/all_imsdb_05_19_10/State-and-Main.html
tt0120238,5068,SubUrbia,1996,0,http://www.awesomefilm.com/script/suburbia.html
tt0120255,3483,The Sweet Hereafter,1997,8,"http://www.imsdb.com/Movie Scripts/Sweet Hereafter, The Script.html"
tt0120324,4961,A Simple Plan,1998,30,"http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Simple_Plan,_A.pdf"
tt0120338,5136,Titanic,1997,1249,http://www.dailyscript.com/scripts/Titanic.txt
tt0120347,3574,Tomorrow Never Dies,1997,236,http://www.awesomefilm.com/script/tomorrowneverdies.txt
tt0120382,1434,The Truman Show,1998,233,"film_20100519/all_imsdb_05_19_10/Truman-Show,-The.html"
tt0120399,3629,U Turn,1997,12,http://www.imsdb.com/Movie Scripts/U Turn Script.html
tt0120586,5805,American History X,1998,12,https://www.dropbox.com/sh/jpxh25l44yke4np/AAD3lUocc5KGZYoeHUPvSdhua/AMERICAN%20HISTORY%20X%20%281998%29%20David%20McKenna.pdf?dl=0
tt0120587,1671,Antz,1998,168,http://www.imsdb.com/Movie Scripts/Antz Script.html
tt0120591,1694,Armageddon,1998,374,http://www.scifiscripts.com/scripts/Armageddon.pdf
tt0120601,1801,Being John Malkovich,1999,39,http://www.dailyscript.com/scripts/beingjohnmalkovich.html
