"author_id","first_name","middle_name","last_name","alt_name","birth_year","death_year","gender"
1037,"Robert","Armitage","Sterndale","Sir Robert Armitage Sterndale (title)",1839,1902,"M"
1038,"Georgiana","M.","Stisted",NULL,1847,1903,"F"
1039,"Calthorpe",NULL,"Strange",NULL,NULL,NULL,"U"
1040,"George","Sydney","Smythe","George Augustus Frederick Percy Sydney Smythe (legal name); 7th Viscount Strangford (title)",1818,1857,"M"
1041,"Katharine",NULL,"Stuart",NULL,NULL,NULL,"F"
1042,"William","Webb Follett","Synge","W. W. Follett Synge (pen name)",1826,1891,"M"
1043,"Frederick",NULL,"Talbot",NULL,NULL,NULL,"M"
1044,"Miss",NULL,"Telfer",NULL,NULL,NULL,"F"
1045,"Theodore","Augustus","Tharp",NULL,1844,1915,"M"
1046,"Richard",NULL,"Whiteing","Whyte Thorne (pseudonym)",1840,1928,"M"
1047,"Robert",NULL,"Thynne",NULL,NULL,NULL,"M"
1048,"A.","M.","Tobyn",NULL,NULL,NULL,"U"
1049,"Mark",NULL,"Twain","(pseudonym); Samuel Langhorne Clemens (legal name)",1835,1910,"M"
1050,"Catherine","Elizabeth","Tylee","Mrs. George Tylee (married name)",1811,1897,"F"
1051,"Pericles",NULL,"Tzikos",NULL,NULL,1906,"M"
1052,"Frank",NULL,"Usher",NULL,NULL,NULL,"M"
1053,"Charles","Smyth","Vereker","Hon. Lt.-Col. Charles Smyth Vereker",1818,1885,"M"
1054,"Corney",NULL,"Welper",NULL,NULL,NULL,"M"
1056,"John","C.","Westwood",NULL,NULL,NULL,"M"
1057,"D'Aubigné",NULL,"White",NULL,NULL,NULL,"M"
1058,"John","M.","Whitelaw",NULL,1814,1881,"M"
1059,"Theobald","Raoul","William","Count de Vismes et de Ponthieu (title); Old Calabar (pseudonym)",1833,1878,"M"
1060,"Henry","Kay","Willoughby",NULL,NULL,NULL,"M"
1061,"L.","E.","Wilton",NULL,NULL,NULL,"U"
1062,"Maurice",NULL,"Wilton",NULL,NULL,NULL,"M"
1063,"Adolf","von","Winterfeld",NULL,1824,1888,"M"
1064,"Louis",NULL,"Withred",NULL,NULL,NULL,"M"
1065,"Arthur",NULL,"Wood",NULL,1826,NULL,"M"
1066,"Frederick",NULL,"Woodman",NULL,NULL,NULL,"M"
1067,"Mrs.",NULL,"Woodward",NULL,NULL,NULL,"F"
1068,"Helen","Hester","Colvill","Katharine Wylde (pseudonym)",1854,1941,"F"
1069,"Charlotte","Mary","Yonge",NULL,1823,1901,"F"
1070,"Beatrice",NULL,"Yorke","(pseudonym); Frances Helen Waldy (legal name)",1843,1913,"F"
1071,"Gervaise",NULL,"Abbott",NULL,NULL,NULL,"M"
1072,"Eliza","Vere","Foster","An Old Traveller (pseudonym); The Osmanli Abderahman Effendi (pseudonym)",1802,1888,"M"
1073,"Julia",NULL,"Addison",NULL,1826,1878,"F"
1074,"Anne",NULL,"Young","Adrian (pseudonym); Mrs. Charles Kent (married name)",1824,1911,"F"
1076,"Fanny","Aikin","Kortright","Berkeley Aikin (pseudonym); Frances Isabella Staveley Berkeley Wood (legal name)",1821,1900,"F"
1077,"John",NULL,"Ainslie",NULL,NULL,NULL,"M"
1078,"Georg","Wilhelm Heinrich","Haering","Willibald Alexis (pseudonym)",1798,1871,"M"
1079,"Hans","Christian","Andersen",NULL,1805,1875,"M"
1080,"Robert",NULL,"Armitage",NULL,1805,1852,"M"
1081,"Francis","Claudius","Armstrong",NULL,1802,1872,"M"
1082,"Edwin",NULL,"Atherstone",NULL,1788,1872,"M"
1083,"William","Edmondstoune","Aytoun","W. E. Aytoun (familiar name)",1813,1865,"M"
1084,"Maria",NULL,"Bainbridge","Mrs. E. B. Freeman (married name)",NULL,1863,"F"
1085,"James",NULL,"Bandinel",NULL,1814,1893,"M"
1086,"John",NULL,"Banim","O'Hara Family (pseudonym)",1798,1842,"M"
1087,"Richard","Harris","Barham","Thomas Ingoldsby (pseudonym); George Hector Epaninondas (pseudonym)",1788,1845,"M"
1088,"Matthew","Henry","Barker","The Old Sailor (pseudonym); M. H. Barker (familiar name); Bowman Tiller (pseudonym)",1790,1846,"M"
1089,"Albert","Julius","Mott","A. J. Barrowcliffe (pseudonym)",1821,1899,"M"
1090,"Jane","Carr","Bateman","Terry (maiden name)",1817,1885,"F"
1091,"Thomas","Haynes","Bayly",NULL,1797,1839,"M"
1092,"Patrick",NULL,"Beaton",NULL,1826,1904,"M"
1093,"Frederick","Richard","Chichester","Earl of Belfast (title); Campana (pseudonym)",1827,1853,"M"
1094,"Robert",NULL,"Bell",NULL,1800,1867,"M"
1095,"Nona","Maria Stevenson","Bellairs",NULL,1824,1897,"F"
1096,"Evelyn",NULL,"Benson",NULL,NULL,NULL,"M"
1097,"Hon. Grantley","Fitzhardinge","Berkeley","George Charles Grantley Fitzhardinge Berkeley (legal name)",1800,1881,"M"
1098,"James","Glass","Bertram",NULL,1824,1892,"M"
1099,"James",NULL,"Reynolds","E. L. A. Berwick (pseudonym); Brother James",NULL,1866,"M"
1100,"John","Richard Digby","Beste",NULL,1806,1885,"M"
1101,"Robert","Montgomery","Bird",NULL,1805,1854,"M"
1102,"Miss",NULL,"Blackwell","A Lady of Fashion (pseudonym)",NULL,NULL,"F"
1103,"Countess","of","Blessington","Marguerite Power (maiden name); Farmer (married name); Gardiner (married name)",1789,1849,"F"
1104,"George",NULL,"Borrow",NULL,1803,1881,"M"
1105,"Archibald",NULL,"Boyd",NULL,1801,1864,"M"
1106,"Charles","John","Boyle",NULL,NULL,NULL,"M"
1107,"Mary","Louisa","Boyle",NULL,1810,1890,"F"
1108,"Edward","J.","Branthwayt",NULL,NULL,NULL,"M"
1109,"Anna","Eliza","Bray","Kempe (maiden name); Stothard (first married name)",1790,1883,"F"
1110,"Fredrika",NULL,"Bremer",NULL,1801,1865,"F"
1111,"John","J.","Brent",NULL,1808,1882,"M"
1112,"Mrs.",NULL,"Brereton",NULL,NULL,NULL,"F"
1113,"Mrs.",NULL,"Briscoe",NULL,NULL,NULL,"F"
1114,"Anne",NULL,"Brontë","Acton Bell (pseudonym)",1820,1849,"F"
1115,"Charlotte",NULL,"Brontë","Currer Bell (pseudonym); Nicholls (married name)",1816,1855,"F"
1116,"Shirley",NULL,"Brooks","Charles William Shirley Brooks (legal name)",1816,1874,"M"
1117,"Julia",NULL,"Melville","Jeannetta Browne (pseudonym)",NULL,NULL,"F"
1119,"Edwina","Jane","Burbury","Hicks (maiden name)",1818,1870,"F"
1121,"Catherine","Dorothea","Burdett","Browne (maiden name)",1784,1861,"F"
1122,"Hannah","Dorothy","Burdon","Wolfensberger (first married name); Schobinger (second married name); Lord B******* (pseudonym)",1800,1877,"F"
1123,"Lady Charlotte",NULL,"Bury","Charlotte Susan Maria Campbell (maiden name)",1775,1861,"F"
1124,"Alfred",NULL,"Butler",NULL,1816,NULL,"M"
1125,"Henrietta","Euphemia","Tindal","Harrison (maiden name); Diana Butler (pseudonym)",1816,1879,"F"
1126,"Baroness","de","Calabrella","Catherine Ball (maiden name); Lee (first married name); de Blaquiere (second married name); Jenkins (third married name)",1788,1856,"F"
1127,"J.","A.","Cameron",NULL,NULL,NULL,"U"
1128,"Robert","Calder","Campbell",NULL,1798,1857,"M"
1129,"Harriette",NULL,"Campbell",NULL,1817,1841,"F"
1130,"William",NULL,"Carleton",NULL,1794,1869,"M"
1131,"Robert","S.","Carter",NULL,NULL,NULL,"M"
1132,"Catherine","Frances","Cartwright","Mrs. Cartwright (familiar name)",1815,1881,"F"
1133,"William","Alexander","Caruthers",NULL,1802,1846,"M"
1134,"Louis","Alexis","Chamerovzow",NULL,1816,1875,"M"
1135,"Frederick",NULL,"Chamier","Capt. Chamier (familiar name)",1796,1870,"M"
1136,"Henry","Fothergill","Chorley","Paul Bell (pseudonym)",1808,1872,"M"
1137,"Benjamin","B.","Clarke",NULL,NULL,NULL,"M"
1138,"A",NULL,"Clergyman","(pseudonym)",NULL,NULL,"M"
1139,"Alexander",NULL,"Hamilton","Cuthbert Clutterbuck of Kennaquhair (pseudonym)",NULL,NULL,"M"
1140,"Richard",NULL,"Cobbold",NULL,1797,1877,"M"
1141,"Alexander","Baillie","Cochrane",NULL,1816,1890,"M"
1142,"Henry",NULL,"Cockton","Sherry (pseudonym)",1807,1853,"M"
1143,"Hon. Henry","John","Coke",NULL,1827,1916,"M"
1145,"Alfred","Whaley","Cole",NULL,1823,1896,"M"
1147,"Katharine",NULL,"Colquhoun","Deacon (maiden name)",1787,1871,"F"
1148,"James","Fenimore","Cooper",NULL,1789,1851,"M"
1149,"Susan","Fenimore","Cooper",NULL,1813,1894,"F"
1150,"Edward",NULL,"Copping",NULL,1828,1904,"M"
1151,"John","Frazer","Corkran",NULL,1808,1884,"M"
1152,"Kinahan",NULL,"Cornwallis","Albert Mackenzie Russell Kinahan (legal name)",1839,1917,"M"
1153,"Louisa","Stuart","Costello",NULL,1799,1870,"F"
1154,"David","Trevena","Coulton",NULL,1810,1857,"M"
1155,"Samuel","Alfred","Cox",NULL,NULL,NULL,"M"
1156,"Sophia",NULL,"Crawford","Mockler (maiden name); Mrs. Abraham Crawford (familiar name)",1799,1878,"F"
1157,"Jemima","Susan","Croly","Bullock-Webster (married name)",1820,1910,"F"
1158,"George",NULL,"Croly",NULL,1780,1860,"M"
1159,"Emily",NULL,"Cross",NULL,NULL,1884,"F"
1161,"Catherine","Ann","Crowe","Stevens (maiden name)",1790,1872,"F"
1162,"Mary","Grace Susan","Crumpe","Miss Crumpe (familiar name); Milon de Villiers (married name)",NULL,1861,"F"
1163,"Allan",NULL,"Cunningham",NULL,1784,1842,"M"
1164,"Lady",NULL,"Dacre","Barbarina Ogle (maiden name); Wilmot (married name); Brand (second married name)",1768,1854,"F"
1165,"Robert","Mackenzie","Daniel",NULL,1814,1847,"M"
1166,"Sarah","Harriet","Burney",NULL,1772,1844,"F"
1167,"William","O'Neill","Daunt","Denis Ignatius Moriarty (pseudonym)",1807,1894,"M"
1168,"Julia",NULL,"Day",NULL,NULL,NULL,"F"
1169,"Marquis Massimo","Tapparelli","D'Azeglio",NULL,1798,1866,"M"
1170,"George","Marin","De la Voye",NULL,1796,1877,"M"
1171,"William","Frederick","Deacon",NULL,1799,1845,"M"
1172,"Thomas","Frognall","Dibdin","Roxburghiensis (pseudonym)",1776,1847,"M"
1173,"Charles",NULL,"Dickens","Boz (pseudonym)",1812,1870,"M"
1174,"William",NULL,"Dodsworth",NULL,1798,1861,"M"
1175,"Robert",NULL,"Douglas",NULL,1820,1844,"M"
1176,"Joseph",NULL,"Downes","Esthwaite Water (pseudonym)",1791,1860,"M"
1177,"Mrs.",NULL,"Dunlop",NULL,NULL,NULL,"F"
1178,"Hon. Mary","Laura","Dutton",NULL,1836,1859,"F"
1179,"Sarah","Stickney","Ellis","Stickney (maiden name)",1799,1872,"F"
1180,"Sir Arthur","Hallam","Elton",NULL,1818,1883,"M"
1181,"Baron Jozsef",NULL,"Eötvös","József Eötvös de Vásárosnamény (legal name)",1813,1871,"M"
1182,"Rose",NULL,"Foot","Harris (maiden name)",1826,1893,"F"
1183,"C.","C.","G.",NULL,NULL,NULL,"U"
1184,"Louisa","Keir","Grant",NULL,NULL,NULL,"F"
1186,"Alexander",NULL,"Harris",NULL,1805,1874,"M"
1187,"Edward",NULL,"Hawker","A Flag Officer (pseudonym)",NULL,NULL,"M"
1188,"Thomas","Andrew","James",NULL,1805,1841,"M"
1189,"Philippe","Ferdinand Auguste de Rohan Chabot","Jarnac","Comte (title); Sir Charles Rockingham (pseudonym)",1821,1875,"M"
1190,"Edward","Augustus","Kendall",NULL,1775,1842,"M"
1191,"Letitia","Elizabeth","Landon","L. E. L. (pseudonym); Maclean (married name)",1802,1838,"F"
1192,"Peter",NULL,"Leicester",NULL,NULL,NULL,"M"
1194,"Georgina","C.","Munro",NULL,1825,1854,"F"
1195,"Henriette","von","Paalzow",NULL,1788,1847,"F"
1196,"Peter","George","Patmore",NULL,1786,1855,"M"
1197,"Marian",NULL,"Pisani","Madame Pisani (alternate name); Countess Pisani (alternate name); Mrs. Thomas Garland (first married name)",NULL,1879,"F"
1198,"Ludwig",NULL,"Rellstab",NULL,1799,1860,"M"
1199,"Louisa","Matilda","Spooner","L. M. S. (pseudonym)",1821,1890,"F"
1200,"William","Knightley","Horlock","Scrutator (pseudonym)",1802,1882,"M"
1201,"Elizabeth","Sara","Sheppard","Beatrice Reynolds (pseudonym); E. Berger (pseudonym)",1830,1862,"F"
1203,"Thomas",NULL,"Solly",NULL,1816,1875,"M"
1204,"Elizabeth",NULL,"Strutt","Frost (maiden name); Byron (second married name)",1782,1867,"F"
1205,"Baroness","von","Tautphoeus","Jemima Montgomery (maiden name)",1807,1893,"F"
1206,"Ellen",NULL,"Wallace",NULL,1816,1894,"F"
1207,"Grace",NULL,"Webster",NULL,1803,1874,"F"
1208,"Robert","Folkestone","Williams","Frank Ranelagh (pseudonym)",1809,1870,"M"
1209,"Stefanos",NULL,"Xenos",NULL,1821,1894,"M"
1211,"Leopoldine","Harriet","Prochazka",NULL,1821,NULL,"F"
1212,"Luise",NULL,"Mühlbach","(pseudonym); Clara Mundt (legal name)",1814,1873,"F"
1213,"John","Holme","Burrow",NULL,1832,1876,"M"
1214,NULL,NULL,"A Lady of Rank","(pseudonym)",NULL,NULL,"F"
1215,NULL,NULL,"An Irish Bachelor","(pseudonym); Abbot (legal name?)",NULL,NULL,"M"
1216,"Hon. F.",NULL,"B.",NULL,NULL,NULL,"U"
1217,"Sophia",NULL,"Briggs","Houson (maiden name)",1821,1894,"F"
1218,"Isaac",NULL,"Butt",NULL,1813,1879,"M"
1219,"Edmund","Frederick John","Carrington",NULL,1804,1874,"M"
1220,"John","Hobart","Caunter",NULL,1794,1851,"M"
1221,"John","Ross","Dix","John Ross (pseudonym)",1800,1865,"M"
1222,"Mary",NULL,"Eyre",NULL,1810,1888,"F"
1223,"Theodore","Sedgwick","Fay",NULL,1807,1898,"M"
1224,"Lucy",NULL,"Field",NULL,NULL,NULL,"F"
1225,"Emily",NULL,"Finch",NULL,NULL,NULL,"F"
1226,"William",NULL,"Fisher","Admiral (rank); A Naval Officer (pseudonym)",1780,1852,"M"
1227,"Miss",NULL,"Fisher",NULL,NULL,NULL,"F"
1228,"Thomas",NULL,"Forester",NULL,NULL,NULL,"M"
1229,"Catherine",NULL,"Foster","Hamilton (maiden name); Mrs. W. Foster (familiar name)",1803,1873,"F"
1230,"Francis",NULL,"Francis","(the elder); Francis Morgan (legal name before 1843)",1822,1886,"M"
1231,"James","Baillie","Fraser",NULL,1783,1856,"M"
1234,"Thomas",NULL,"Gaspey",NULL,1788,1871,"M"
1235,"Hamilton",NULL,"Geale",NULL,1814,1909,"M"
1236,"Elizabeth","Amelia","Gee",NULL,NULL,NULL,"F"
1237,"Robert","Pearse","Gillies","R. P. Gillies (familiar name)",1788,1858,"M"
1238,"William","Nugent","Glascock","Captain (rank)",1787,1847,"M"
1239,"George","Robert","Gleig",NULL,1796,1888,"M"
1240,"Johann","Wolfgang von","Goethe",NULL,1749,1832,"M"
1241,"Meïr","Aaron","Goldschmidt",NULL,1819,1887,"M"
1242,"Catharine","Day","Golland","Haynes (maiden name)",1893,1851,"F"
1243,"Margaret","Maria","Gordon","Brewster (maiden name)",1823,1907,"F"
1244,"Catherine",NULL,"Gore","Catherine Grace Frances Moody (maiden name); Mrs. Gore (familiar name)",1798,1861,"F"
1245,"Austyn",NULL,"Graham","(pseudonym?)",NULL,NULL,"M"
1246,"Thomas","Colley","Grattan",NULL,1791,1864,"M"
1247,"Caroline",NULL,"Grautoff",NULL,1824,1882,"F"
1249,"Gerald",NULL,"Griffin",NULL,1803,1840,"M"
1250,"Basil",NULL,"Hall","Captain (rank)",1788,1844,"M"
1251,"Herbert","Byng","Hall",NULL,1805,1883,"M"
1252,"Mrs. Frederick","J.","Hall",NULL,NULL,NULL,"F"
1253,"Anna","Maria","Hall","Fielding (maiden name); Mrs. S. C. Hall (familiar name)",1800,1881,"F"
1255,"James",NULL,"Hannay",NULL,1827,1873,"M"
1256,"Helen",NULL,"Harkness",NULL,NULL,NULL,"F"
1257,"Mary","Ann","Hartley","Mrs. Colonel Hartley (familiar name)",NULL,NULL,"F"
1258,"Nathaniel",NULL,"Hawthorne",NULL,1804,1864,"M"
1259,"Barbara",NULL,"Hemphill","Hare (maiden name)",1801,1858,"F"
1260,"Rose","Ellen","Hendriks","Temple (married name)",NULL,NULL,"F"
1261,"George",NULL,"Herbert",NULL,NULL,NULL,"M"
1262,"Henry","William","Herbert","Frank Forrester (pseudonym)",1807,1858,"M"
1263,"Stanley",NULL,"Herbert",NULL,NULL,NULL,"M"
1264,"Joseph","Thomas James","Hewlett",NULL,1800,1847,"M"
1266,"Charles","Fenno","Hoffman",NULL,1806,1884,"M"
1267,"Barbara",NULL,"Hofland","Mrs. Hofland (familiar name); Wreaks (maiden name)",1770,1844,"F"
1268,"Capt.",NULL,"Holland",NULL,NULL,NULL,"M"
1269,"W.","H. M.","Holmes","Morleigh (pseudonym)",NULL,NULL,"M"
1271,"Thomas",NULL,"Hood",NULL,1799,1845,"M"
1272,"Theodore","Edward","Hook",NULL,1788,1841,"M"
1273,"Charles",NULL,"Hooton",NULL,1810,1847,"M"
1275,"Charles",NULL,"Horrocks","Captain (rank)",1816,1885,"M"
1276,"Richard",NULL,"Hort",NULL,1804,1857,"M"
1277,"Edward",NULL,"Howard",NULL,1793,1841,"M"
1278,"Catherine","Anne","Hubback","Mrs. J. C. Hubback (familiar name); Austen (maiden name)",1820,1880,"F"
1279,"William",NULL,"Hughes",NULL,1803,1861,"M"
1280,"Thornton","Leigh","Hunt",NULL,1810,1873,"M"
1281,"Augusta",NULL,"Huntingdon",NULL,NULL,NULL,"F"
1282,"Jebediah","Vincent","Huntington",NULL,1815,1862,"M"
1283,"Charles","Henry","Newmarch","R. N. Hutton (pseudonym)",1824,1903,"M"
1284,"Samuel","Douglas Smyth","Huyghue",NULL,1816,1891,"M"
1285,"Bernhard","Severin","Ingemann",NULL,1789,1862,"M"
1286,"William","Henry","Ireland",NULL,1775,1835,"M"
1287,"Washington",NULL,"Irving",NULL,1783,1859,"M"
1288,"Mary","Catherine","Jackson",NULL,NULL,NULL,"F"
1289,"G.","P. R.","James","George Payne Rainsford James (legal name)",1801,1860,"M"
1290,"W.",NULL,"James",NULL,NULL,NULL,"M"
1291,"Hargrave",NULL,"Jennings",NULL,1815,1890,"M"
1292,"Laura",NULL,"Jewry","Miss Jewry (familiar name); Valentine (married name); Aunt Louisa (pseudonym)",1814,1899,"F"
1293,"Geraldine","Endsor","Jewsbury",NULL,1812,1880,"F"
1294,"Richard",NULL,"Johns","Major (rank)",1805,1851,"M"
1295,"Edward","Lanzer","Joseph",NULL,1792,1838,"M"
1296,"Sir John","William","Kaye","Sullivan Earle (pseudonym)",1814,1876,"M"
1297,"Charles",NULL,"Knox","Captain (rank)",NULL,1855,"M"
1298,"Amelia",NULL,"Lane",NULL,NULL,NULL,"F"
1299,"Ivan","Ivanovich","Lazhechnikov",NULL,1792,1869,"M"
1300,"Charles","Francis","Riddell",NULL,1817,1887,"M"
1301,"Francis",NULL,"Lloyd",NULL,NULL,NULL,"M"
1302,"A.","L.","Lymburner",NULL,NULL,NULL,"U"
1303,"William",NULL,"Massey","W. Massie (alternate name)",NULL,NULL,"M"
1305,"William","Henry","Merle","A. B. (pseudonym); A. Bird (pseudonym); White Blackbird (pseudonym)",1791,1878,"M"
1306,"Nicholas",NULL,"Michell",NULL,1807,1880,"M"
1307,"Thomas",NULL,"Miller",NULL,1807,1874,"M"
1308,"John","Gideon","Millingen",NULL,1782,1862,"M"
1311,"William",NULL,"North","BTAO Anti-Coningsby",1825,1854,"M"
1312,"Eliza","Bland","Norton","Smith (maiden name); Erskine (first married name); Norton (second married name)",1795,1855,"F"
1313,"John",NULL,"Richardson",NULL,1797,1852,"M"
1314,"Harriet","Anne","Scott","Shank (maiden name); Lady Scott (title)",1819,1894,"F"
1315,"John","Palgrave ","Simpson",NULL,1807,1887,"M"
1316,"Bayle","Frederick","St. John",NULL,1822,1859,"M"
1317,"Isabella",NULL,"Steward","Travers (maiden name); Mrs. T. F. Steward (familiar name)",NULL,1867,"F"
1318,"Elizabeth","M.","Stewart",NULL,NULL,NULL,"F"
1319,"Robert","Smith","Surtees",NULL,1805,1864,"M"
1320,"Frances","Milton","Trollope","Mrs. Trollope (familiar name); Milton (maiden name)",1779,1863,"F"
1321,"Julia","Rattray","Waddington",NULL,1801,1862,"F"
1322,"Harriet",NULL,"Ward","Tidy (maiden name)",1808,1873,"F"
1323,"Julia",NULL,"Wedgwood","Florence Dawson (pseudonym)",1833,1913,"F"
1324,"William",NULL,"Wilson",NULL,1818,1885,"M"
1325,"Mary","Elizabeth","Wormeley","Latimer (married name)",1822,1904,"F"
1326,"Harriette","Amiel","Chalcraft",NULL,1832,1891,"F"
1327,"Edward",NULL,"Cheney",NULL,1803,1884,"M"
1328,"Michal",NULL,"Czajkowski","Sadyk Pasha (title)",1804,1886,"M"
1329,"Georgina","Anne","Dalrymple","Brigstocke (maiden name); Campbell (first married name)",1819,1887,"F"
1330,"Wilfrid",NULL,"East",NULL,NULL,NULL,"M"
1331,"Edmund",NULL,"Getty",NULL,1799,1857,"M"
1332,"Professor",NULL,"H.","(pseudonym)",NULL,NULL,"U"
1334,"William","Browne","Hockley",NULL,1792,1860,"M"
1335,"Morgan","Peter","Kavanagh",NULL,1800,1874,"M"
1336,"Peter","Burrowes","Kelly","A Member of the Irish Bar (pseudonym)",1811,1883,"M"
1337,"Sophia",NULL,"Kelly","Sherwood (maiden name); Streeten (married name)",1815,NULL,"F"
1338,"Colin",NULL,"Kennaquhom","(pseudonym)",NULL,NULL,"M"
1339,"Charles",NULL,"Kingsley",NULL,1819,1875,"M"
1340,"William","Henry Giles","Kingston",NULL,1814,1880,"M"
1341,"Brook","John","Knight","Captain (rank)",1808,1878,"M"
1342,"William",NULL,"Knighton",NULL,1833,1900,"M"
1343,"James","Sheridan","Knowles",NULL,1784,1862,"M"
1344,"Paul","de","Kock",NULL,1793,1871,"M"
1345,"Henry",NULL,"Krasinski",NULL,1804,1876,"M"
1346,"Marie","Price","La Touche",NULL,1824,1906,"F"
1347,"Hon. Camden","Elizabeth","Lambert","M'Clellan (maiden name)",1806,1874,"F"
1348,"Martha","Macdonald","Lamont",NULL,NULL,NULL,"F"
1349,"Mrs. Foster",NULL,"Langton",NULL,NULL,NULL,"F"
1350,"Sir Thomas","Dick","Lauder",NULL,1784,1848,"M"
1351,"Celia","Moss","Levetus","Moss (maiden name)",1819,1873,"F"
1352,"George","Henry","Lewes",NULL,1817,1878,"M"
1353,"Thomas","Henry","Lister",NULL,1800,1842,"M"
1354,"Lady Catharine",NULL,"Long","Walpole (maiden name)",1797,1867,"F"
1355,"Margracia",NULL,"Loudon","Ryves (maiden name)",NULL,1860,"F"
1356,"George","William","Lovell",NULL,1804,1878,"M"
1357,"Samuel",NULL,"Lover",NULL,1797,1868,"M"
1359,"Mrs. Martin",NULL,"Lucas",NULL,NULL,NULL,"F"
1360,"Rosina","Bulwer","Lytton","Lady Bulwer Lytton (title); Rosina Anne Doyle Wheeler (maiden name)",1802,1882,"F"
1361,"Catherine","Charlotte","Maberly","Prittie (maiden name)",1805,1875,"F"
1362,"William","Bernard","MacCabe",NULL,1801,1891,"M"
1363,"Daniel",NULL,"MacCarthy","Daniel MacCarthy Glas (alternate name)",1807,1884,"M"
1364,"Maria","Jane","Mcintosh","Aunt Kitty (pseudonym)",1803,1878,"F"
1365,"Robert","Shelton","Mackenzie","Sholto (pseudonym)",1809,1880,"M"
1366,"Thomas",NULL,"Mackern",NULL,1818,1874,"M"
1367,"Frederick",NULL,"Marryat","Capt. Marryat (familiar name)",1792,1848,"M"
1368,"W.","H.","Marshall",NULL,NULL,NULL,"M"
1369,"Mary","Letitia","Martin","Mrs. Bell Martin (alternate name); Martin (maiden name); Bell (married name)",1815,1850,"F"
1371,"Harriet",NULL,"Martineau",NULL,1802,1876,"F"
1372,"William","Withey","Mathews","Captain (rank)",1821,1872,"M"
1373,"William","Hamilton","Maxwell",NULL,1791,1850,"M"
1374,"Colburn",NULL,"Mayne","E. Colburn (pseudonym)",NULL,NULL,"M"
1375,"Thomas",NULL,"Medwin","Captain (rank)",1788,1869,"M"
1376,"Herman",NULL,"Melville",NULL,1819,1891,"M"
1378,"Mark",NULL,"Merrivane","(pseudonym)",NULL,NULL,"M"
1379,"Eliza",NULL,"Meteyard","Silverpen (pseudonym)",1816,1879,"F"
1380,"Joseph",NULL,"Middleton",NULL,1818,1871,"M"
1381,"Heberden",NULL,"Milford",NULL,NULL,NULL,"U"
1383,"Edward","Augustus","Milman",NULL,1817,1850,"M"
1384,"Henry",NULL,"Milton",NULL,1784,1850,"M"
1385,"Eustace",NULL,"Mitford",NULL,NULL,NULL,"M"
1386,"Mary","Russell","Mitford",NULL,1787,1855,"F"
1387,"Anne","Catherine","Monkland","Ferrand (maiden name); Surtees (first married name)",1787,1869,"F"
1388,"Richard","Williams","Morgan",NULL,1814,1889,"M"
1389,"David","Richard","Morier",NULL,1784,1877,"M"
1390,"James","Justinian","Morier",NULL,1780,1849,"M"
1391,"John","Lothrop","Motley",NULL,1814,1877,"M"
1392,"Arthur",NULL,"Mower",NULL,1789,1837,"M"
1393,"William",NULL,"Mudford",NULL,1782,1848,"M"
1395,"Colin",NULL,"Munro",NULL,1834,1918,"M"
1396,"Elizabeth",NULL,"Murphy",NULL,NULL,NULL,"F"
1397,"John","Fisher","Murray",NULL,1811,1865,"M"
1398,"Sir Charles","Augustus","Murray",NULL,1806,1895,"M"
1399,"Edward","Hungerford Elers","Napier","Major-General (rank)",1808,1870,"M"
1400,"Erskine",NULL,"Neale","Charles Francis Haldenby (pseudonym)",1804,1883,"M"
1401,"William","Johnstoune Nelson","Neale","Capt. W. Johnson Neale (familiar name)",1812,1893,"M"
1402,"James",NULL,"Nisbet",NULL,NULL,NULL,"M"
1403,"Mrs.",NULL,"Nisbet",NULL,NULL,NULL,"F"
1405,"Emilia",NULL,"Norris","Marryat (maiden name)",1835,1875,"F"
1406,"Maria",NULL,"Norris",NULL,1827,1894,"F"
1407,"Daniel","Owen","Madden","Danby North (pseudonym)",1815,1859,"M"
1409,"Charles",NULL,"Ollier",NULL,1788,1859,"M"
1411,"Henry",NULL,"Owgan",NULL,1819,1885,"M"
1412,"Peter",NULL,"Paradox","(pseudonym)",NULL,NULL,"M"
1413,"Rose","Macqueen","Piddington",NULL,1833,1928,"F"
1414,"Jane","Vaughan","Pinkney",NULL,1827,1856,"F"
1415,"Anne","Hamilton","Plomer","Edgar (maiden name)",1816,1861,"F"
1416,"Miss Walker",NULL,"Spencer","A. Probirer (pseudonym)",NULL,NULL,"F"
1417,"Giovanni",NULL,"Ruffini","John Ruffini (alternate name)",1807,1881,"M"
1418,"Edward",NULL,"Smallwood",NULL,1806,NULL,"M"
1419,"Caroline","Mary","Smith",NULL,NULL,NULL,"F"
1420,"Henry","Whitelocke","Torrens",NULL,1806,1852,"M"
1421,"Grace","Maxwell","Wallace","Stein (maiden name); Lady Don (first married name); Lady Wallace (second married name)",NULL,1878,"F"
1422,"William","Davy","Watson",NULL,1811,1888,"M"
1423,"Thomas","Henry","Ashton","Captain (rank)",NULL,NULL,"M"
1424,"Claude",NULL,"Aston",NULL,NULL,NULL,"M"
1425,"Mrs.",NULL,"Atkyns",NULL,NULL,NULL,"F"
1426,"Frederic","William Naylor","Bayley",NULL,1808,1853,"M"
1427,"Julia","Clara","Byrne","Busk (maiden name); Mrs. William Pitt Byrne (familiar name)",1819,1894,"F"
1428,"William","John","Conybeare",NULL,1815,1857,"M"
